Title,Location,Bedrooms,Bathrooms,Size,Date,Amenities,Url,Property Type,Payment_type,Price
Commercial Property with Service Charge Included at Lavington,Lavington,,,,14/06/2024,"['Alarm', 'Backup Generator', 'Balcony', 'Electric Fence', 'Fibre Internet', 'Garden', 'Parking', 'Pet Friendly', 'Service Charge Included']",/listings/commercial-property-for-rent-lavington-3699085,commercial-property,rent,"KSh 550,000
 / month"
Office with Backup Generator in Westlands Area,"Westlands Area, Westlands",,,,14/06/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Lift/Elevator', 'Parking']",/listings/office-for-rent-westlands-area-3700169,commercial-property,rent,"KSh 100
 / month"
Furnished Office with Lift in Westlands Area,"Westlands Area, Westlands",,,,30/05/2024,"['Furnished', 'Lift/Elevator', 'Parking']",/listings/furnished-office-for-rent-westlands-area-3696546,commercial-property,rent,"KSh 39,000
 / month"
Office with Fibre Internet at Gathanju,"Maziwa, Gathanju, Lavington",,,,12/07/2024,"['Alarm', 'Balcony', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Pet Friendly']",/listings/office-for-rent-lavington-3439740,commercial-property,rent,"KSh 350,000
 / month"
Furnished Office with Service Charge Included at Muthangari Drive,"Muthangari drive, Westlands Area, Westlands",,,,13/06/2024,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Furnished', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']",/listings/furnished-office-for-rent-westlands-area-3698905,commercial-property,rent,"KSh 450,000
 / month"
Commercial Property with Parking in Kilimani,Kilimani,,,,12/06/2024,['Parking'],/listings/commercial-property-for-rent-kilimani-3699671,commercial-property,rent,"KSh 25,000
 / month"
"2,432 ft² Warehouse with Service Charge Included in Ruiru",Ruiru,,,2432 ft²,27/07/2024,"['Aircon', 'Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Gated Community', 'Parking', 'Service Charge Included', 'Wheelchair Access']",/listings/2432-ft2-warehouse-for-rent-ruiru-3699343,commercial-property,rent,"KSh 207,000
 / month"
Furnished Office with Service Charge Included at Westlands Road,"westlands road, Westlands Area, Westlands",,,,11/06/2024,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Furnished', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']",/listings/furnished-office-for-rent-westlands-area-3699291,commercial-property,rent,"KSh 20,000
 / month"
Furnished Office with Service Charge Included at Chiromo Ln,"Chiromo Ln, Westlands Area, Westlands",,,,11/06/2024,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Fibre Internet', 'Furnished', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']",/listings/furnished-office-for-rent-westlands-area-3699249,commercial-property,rent,"KSh 44,000
 / month"
Commercial Property with Backup Generator in Kileleshwa,Kileleshwa,,,,24/07/2024,"['Aircon', 'Alarm', 'Backup Generator', 'Fibre Internet']",/listings/commercial-property-for-rent-kileleshwa-3699255,commercial-property,rent,"KSh 500,000
 / month"
"2,000 ft² Office with Service Charge Included at Kilimani",Kilimani,,,2000 ft²,29/07/2024,"['Alarm', 'Backup Generator', 'Balcony', 'Electric Fence', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included']",/listings/2000-ft2-office-for-rent-kilimani-1-3686758,commercial-property,rent,"KSh 150,000
 / month"
Warehouse in Eastern ByPass,"Eastern ByPass, Ruiru",,,,11/06/2024,[],/listings/warehouse-for-rent-eastern-bypass-3699222,commercial-property,rent,"KSh 30
 / month"
Furnished Office with Service Charge Included at Westlands Road,"westlands road, Westlands Area, Westlands",,,,11/06/2024,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Fibre Internet', 'Furnished', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']",/listings/furnished-office-for-rent-westlands-area-3699206,commercial-property,rent,"KSh 21,000
 / month"
Office in Riverside,"Riverside, Westlands",,,,11/06/2024,[],/listings/office-for-rent-riverside-3699210,commercial-property,rent,"KSh 507,130
 / month"
Commercial Property in Nyari,"Nyari, Westlands",,,,11/06/2024,[],/listings/commercial-property-for-rent-nyari-3699200,commercial-property,rent,"KSh 90,000
 / month"
Commercial Property with Parking in Karen,Karen,,,,11/06/2024,['Parking'],/listings/commercial-property-for-rent-karen-3699174,commercial-property,rent,"KSh 250,000
 / month"
Commercial Property with Parking in Karen,Karen,,,,11/06/2024,['Parking'],/listings/commercial-property-for-rent-karen-3699169,commercial-property,rent,"KSh 452,476
 / month"
Office with Fibre Internet in Kilimani,Kilimani,,,,10/06/2024,"['Alarm', 'CCTV', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Wheelchair Access']",/listings/office-for-rent-kilimani-3699021,commercial-property,rent,"KSh 100,000
 / month"
Office with Fibre Internet at Karen Opposite African Wildlife,"Karen Opposite African Wildlife, Karen",,,,10/06/2024,"['Balcony', 'CCTV', 'Fibre Internet', 'Parking']",/listings/office-for-rent-karen-3698989,commercial-property,rent,"KSh 180,000
 / month"
Furnished Office with Backup Generator in Upper Hill,Upper Hill,,,,10/06/2024,"['Backup Generator', 'Furnished', 'Lift/Elevator', 'Parking']",/listings/furnished-office-for-rent-upper-hill-3698978,commercial-property,rent,"KSh 12,000
 / month"
"15,944.6 ft² Warehouse with Parking in Embakasi",Embakasi,,,15944 ft²,10/06/2024,['Parking'],/listings/159446-ft2-warehouse-for-rent-embakasi-3698873,commercial-property,rent,"KSh 478,338
 / month"
"7,500 ft² Commercial Property with Backup Generator in Lavington",Lavington,,,7500 ft²,08/06/2024,"['Backup Generator', 'Parking']",/listings/7500-ft2-commercial-property-for-rent-lavington-3698641,commercial-property,rent,"KSh 750,000
 / month"
Office with Service Charge Included in State House,State House,,,,08/06/2024,"['Balcony', 'CCTV', 'Parking', 'Service Charge Included']",/listings/office-for-rent-state-house-3698685,commercial-property,rent,"KSh 151,750
 / month"
Office at Airport Road,"Airport road, Embakasi",,,,07/06/2024,[],/listings/office-for-rent-embakasi-3658528,commercial-property,rent,"KSh 100,000
 / month"
150 ft² Office with Service Charge Included at Ngong Road,"Ngong road, Ngong Road",,,150 ft²,26/06/2024,"['Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']",/listings/150-ft2-office-for-rent-ngong-road-3698405,commercial-property,rent,"KSh 45,000
 / month"
"1,000 ft² Commercial Property with Service Charge Included at Menelik Road","Menelik Road, Kilimani",,,1000 ft²,29/07/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Parking', 'Service Charge Included']",/listings/1000-ft2-commercial-property-for-rent-kilimani-1-3689748,commercial-property,rent,"KSh 100,000
 / month"
"1,786 ft² Commercial Property with Service Charge Included in Industrial Area",Industrial Area,,,1786 ft²,06/06/2024,"['Parking', 'Service Charge Included']",/listings/1786-ft2-commercial-property-for-rent-industrial-area-3698290,commercial-property,rent,"KSh 101,811
 / month"
Commercial Property with Backup Generator in Westlands Area,"Westlands Area, Westlands",,,,06/06/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Parking', 'Wheelchair Access']",/listings/commercial-property-for-rent-westlands-area-3698271,commercial-property,rent,"KSh 120
 / month"
"18,000 ft² Warehouse with Parking in Ruaraka",Ruaraka,,,18000 ft²,06/06/2024,"['CCTV', 'Parking']",/listings/18000-ft2-warehouse-for-rent-ruaraka-3698142,commercial-property,rent,"KSh 720,000
 / month"
"9,000 ft² Warehouse with Parking in Juja",Juja,,,9000 ft²,05/06/2024,['Parking'],/listings/9000-ft2-warehouse-for-rent-juja-3697894,commercial-property,rent,"KSh 216,000
 / month"
"5,000 ft² Commercial Property with Parking in Nairobi CBD",Nairobi CBD,,,5000 ft²,05/06/2024,"['CCTV', 'Parking']",/listings/5000-ft2-commercial-property-for-rent-nairobi-cbd-3697971,commercial-property,rent,"KSh 500,000
 / month"
Office with Backup Generator at Kaunda Street,"Kaunda street, State House",,,,05/06/2024,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Fibre Internet', 'Lift/Elevator']",/listings/office-for-rent-state-house-3697950,commercial-property,rent,"KSh 70,000
 / month"
Commercial Property at Argwings Kodhek Road,"Argwings Kodhek road, Kilimani",,,,01/07/2024,[],/listings/commercial-property-for-rent-kilimani-5-3566872,commercial-property,rent,"KSh 40,000
 / month"
Office with Service Charge Included in Buruburu,Buruburu,,,,04/07/2024,"['Fibre Internet', 'Service Charge Included']",/listings/office-for-rent-buruburu-3697809,commercial-property,rent,"KSh 15,000
 / month"
Commercial Property with Parking in Karen,Karen,,,,04/06/2024,"['Garden', 'Kids Play Area', 'Parking']",/listings/commercial-property-for-rent-karen-3697666,commercial-property,rent,"KSh 700,000
 / month"
"1,600 ft² Office with Service Charge Included at Upperhill Area","upperhill area, Upper Hill",,,1600 ft²,26/06/2024,"['Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']",/listings/1600-ft2-office-for-rent-upper-hill-3697653,commercial-property,rent,"KSh 176,000
 / month"
"4,248 ft² Office with Service Charge Included at Lavington",Lavington,,,4248 ft²,26/06/2024,"['Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']",/listings/4248-ft2-office-for-rent-lavington-3697557,commercial-property,rent,"KSh 688,000
 / month"
Commercial Property in Karen,Karen,,,,05/03/2024,[],/listings/commercial-property-for-rent-karen-3678748,commercial-property,rent,Price not communicated
"3,500 ft² Office with Backup Generator at Lenana Road","Lenana Road, Kilimani",,,3500 ft²,27/05/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Lift/Elevator', 'Parking']",/listings/3500-ft2-office-for-rent-kilimani-3665947,commercial-property,rent,"KSh 125
 / month"
Commercial Property with Parking in Langata,Langata,,,,02/06/2024,['Parking'],/listings/commercial-property-for-rent-langata-3697078,commercial-property,rent,"KSh 2,371,456
 / month"
"7,600 ft² Warehouse with Service Charge Included in Mombasa Road",Mombasa Road,,,7600 ft²,02/06/2024,"['CCTV', 'Electric Fence', 'Parking', 'Service Charge Included']",/listings/7600-ft2-warehouse-for-rent-mombasa-road-3697064,commercial-property,rent,"KSh 200,000
 / month"
Office with Backup Generator in Gigiri,"Gigiri, Westlands",,,,12/02/2024,"['Backup Generator', 'CCTV', 'Electric Fence']",/listings/office-for-rent-gigiri-6-3379941,commercial-property,rent,"KSh 230
 / month"
Office with Backup Generator in Kilimani,Kilimani,,,,27/05/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Lift/Elevator', 'Parking']",/listings/office-for-rent-kilimani-3695696,commercial-property,rent,"KSh 145
 / month"
"7,250 ft² Office with Backup Generator at Waiyaki Way","Waiyaki Way, Westlands",,,7250 ft²,28/03/2024,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Lift/Elevator', 'Parking']",/listings/7250-ft2-office-for-rent-waiyaki-way-3684377,commercial-property,rent,"KSh 870,000
 / month"
"1,200 ft² Office with Backup Generator at Mama Ngina Street","1, Mama Ngina street, Nairobi CBD",,,1200 ft²,27/05/2024,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Pet Friendly']",/listings/1200-ft2-office-for-rent-nairobi-cbd-3695643,commercial-property,rent,"KSh 144,000
 / month"
Furnished Office with Parking in Parklands,"Parklands, Westlands",,,,25/05/2024,"['Furnished', 'Parking']",/listings/furnished-office-for-rent-parklands-3695530,commercial-property,rent,"KSh 156,000
 / month"
Furnished Office with Parking in Westlands Area,"Westlands Area, Westlands",,,,25/05/2024,"['Balcony', 'Furnished', 'Parking']",/listings/furnished-office-for-rent-westlands-area-3695528,commercial-property,rent,"KSh 472,095
 / month"
Commercial Property with Lift in Westlands Area,"Westlands Area, Westlands",,,,25/05/2024,"['Lift/Elevator', 'Parking']",/listings/commercial-property-for-rent-westlands-area-3695523,commercial-property,rent,"KSh 150,000
 / month"
Office with Backup Generator in Kilimani,Kilimani,,,,24/07/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Lift/Elevator', 'Parking']",/listings/office-for-rent-kilimani-3695464,commercial-property,rent,"KSh 387,533
 / month"
"1,920 ft² Office with Backup Generator in Kilimani",Kilimani,,,1920 ft²,24/07/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Lift/Elevator', 'Parking']",/listings/1920-ft2-office-for-rent-kilimani-3695458,commercial-property,rent,"KSh 250,560
 / month"
Office with Backup Generator in Kilimani,Kilimani,,,,24/07/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Lift/Elevator', 'Parking']",/listings/office-for-rent-kilimani-3695456,commercial-property,rent,"KSh 385,839
 / month"
"3,200 ft² Commercial Property with Backup Generator in Waiyaki Way","Waiyaki Way, Westlands",,,3200 ft²,24/07/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Parking']",/listings/3200-ft2-commercial-property-for-rent-waiyaki-way-3694224,commercial-property,rent,"KSh 1,461,600
 / month"
Furnished Office with Backup Generator in Waiyaki Way,"Waiyaki Way, Westlands",,,,24/07/2024,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Furnished', 'Lift/Elevator', 'Parking']",/listings/furnished-office-for-rent-waiyaki-way-3695452,commercial-property,rent,"KSh 1,240,000
 / month"
Warehouse with Service Charge Included in Ruaraka,Ruaraka,,,,24/05/2024,"['Backup Generator', 'CCTV', 'Service Charge Included']",/listings/warehouse-for-rent-ruaraka-3539218,commercial-property,rent,"KSh 40
 / month"
"26,500 ft² Warehouse with Parking in Industrial Area",Industrial Area,,,26500 ft²,24/05/2024,['Parking'],/listings/26500-ft2-warehouse-for-rent-industrial-area-3695227,commercial-property,rent,"KSh 1,007,000
 / month"
Warehouse with Service Charge Included at Baba Dogo,"Baba Dogo, Ruaraka",,,,27/06/2024,"['Backup Generator', 'CCTV', 'Lift/Elevator', 'Parking', 'Service Charge Included']",/listings/warehouse-for-rent-ruaraka-3694942,commercial-property,rent,"KSh 200,000
 / month"
"7,000 ft² Office with Service Charge Included in Kilimani",Kilimani,,,7000 ft²,24/07/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Lift/Elevator', 'Parking', 'Service Charge Included']",/listings/7000-ft2-office-for-rent-kilimani-3694867,commercial-property,rent,"KSh 875,000
 / month"
"3,500 ft² Office with Service Charge Included in Kilimani",Kilimani,,,3500 ft²,24/07/2024,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Lift/Elevator', 'Parking', 'Service Charge Included']",/listings/3500-ft2-office-for-rent-kilimani-3694849,commercial-property,rent,"KSh 437,500
 / month"
"3,750 ft² Office with Service Charge Included in Kilimani",Kilimani,,,3750 ft²,24/07/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Lift/Elevator', 'Parking', 'Service Charge Included']",/listings/3750-ft2-office-for-rent-kilimani-3694841,commercial-property,rent,"KSh 468,750
 / month"
"3,000 ft² Commercial Property with Service Charge Included in Parklands","Parklands, Westlands",,,3000 ft²,22/05/2024,"['Balcony', 'CCTV', 'Electric Fence', 'Gated Community', 'Parking', 'Service Charge Included', 'Wheelchair Access']",/listings/3000-ft2-commercial-property-for-rent-parklands-3694710,commercial-property,rent,"KSh 130,000
 / month"
851 ft² Commercial Property with Backup Generator in Kilimani,Kilimani,,,851 ft²,24/07/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Lift/Elevator', 'Parking']",/listings/851-ft2-commercial-property-for-rent-kilimani-3694469,commercial-property,rent,"KSh 137,611
 / month"
0.5 ac Office with Parking in Lavington,Lavington,,,,24/07/2024,"['Garden', 'Parking']",/listings/05-ac-office-for-rent-lavington-3665966,commercial-property,rent,"KSh 450,000
 / month"
"8,725 ft² Warehouse with Parking at Icd","ICD, Mombasa Road",,,8725 ft²,24/07/2024,"['Electric Fence', 'Parking']",/listings/8725-ft2-warehouse-for-rent-mombasa-road-3694198,commercial-property,rent,"KSh 392,625
 / month"
550 ft² Office with Backup Generator in Westlands Area,"Westlands Area, Westlands",,,550 ft²,21/05/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Lift/Elevator', 'Parking', 'Wheelchair Access']",/listings/550-ft2-office-for-rent-westlands-area-3694349,commercial-property,rent,"KSh 115,000
 / month"
"9,700 ft² Warehouse with Parking at Bypass","bypass, Eastern ByPass, Ruiru",,,9700 ft²,20/05/2024,"['Aircon', 'Alarm', 'CCTV', 'Electric Fence', 'Parking']",/listings/9700-ft2-warehouse-for-rent-eastern-bypass-3694104,commercial-property,rent,"KSh 250,000
 / month"
Office with Parking in Lavington,Lavington,,,,18/06/2024,"['Electric Fence', 'Garden', 'Gated Community', 'Parking', 'Pet Friendly']",/listings/office-for-rent-lavington-3694101,commercial-property,rent,"KSh 400,000
 / month"
"6,100 ft² Warehouse with Parking in Ruiru",Ruiru,,,6100 ft²,20/05/2024,['Parking'],/listings/6100-ft2-warehouse-for-rent-ruiru-3694117,commercial-property,rent,"KSh 183,000
 / month"
"10,000 ft² Warehouse with Parking in Ruiru",Ruiru,,,10000 ft²,20/05/2024,['Parking'],/listings/10000-ft2-warehouse-for-rent-ruiru-3694114,commercial-property,rent,"KSh 320,000
 / month"
"11,548 ft² Warehouse in Syokimau",Syokimau,,,11548 ft²,20/05/2024,[],/listings/11548-ft2-warehouse-for-rent-syokimau-3694111,commercial-property,rent,"KSh 635,140
 / month"
Office in Westlands Area,"Westlands Area, Westlands",,,,18/05/2024,[],/listings/office-for-rent-westlands-area-3693915,commercial-property,rent,"KSh 251,600
 / month"
Office with Parking in Mombasa Road,Mombasa Road,,,,18/05/2024,['Parking'],/listings/office-for-rent-mombasa-road-3693914,commercial-property,rent,"KSh 192,160
 / month"
Office in Mombasa Road,Mombasa Road,,,,18/05/2024,[],/listings/office-for-rent-mombasa-road-3693912,commercial-property,rent,"KSh 732,800
 / month"
Office in Mombasa Road,Mombasa Road,,,,18/05/2024,[],/listings/office-for-rent-mombasa-road-3693911,commercial-property,rent,"KSh 100,720
 / month"
Office in Mombasa Road,Mombasa Road,,,,18/05/2024,[],/listings/office-for-rent-mombasa-road-3693909,commercial-property,rent,"KSh 86,080
 / month"
Office in Mombasa Road,Mombasa Road,,,,18/05/2024,[],/listings/office-for-rent-mombasa-road-3693908,commercial-property,rent,"KSh 96,800
 / month"
Commercial Property with Parking in Mombasa Road,Mombasa Road,,,,18/05/2024,['Parking'],/listings/commercial-property-for-rent-mombasa-road-3693907,commercial-property,rent,"KSh 246,720
 / month"
Office with Lift in Mombasa Road,Mombasa Road,,,,18/05/2024,"['Lift/Elevator', 'Parking']",/listings/office-for-rent-mombasa-road-3693905,commercial-property,rent,"KSh 197,120
 / month"
Office with Lift in Mombasa Road,Mombasa Road,,,,18/05/2024,"['Lift/Elevator', 'Parking']",/listings/office-for-rent-mombasa-road-3693904,commercial-property,rent,"KSh 425,680
 / month"
Office in Karen,Karen,,,,18/05/2024,[],/listings/office-for-rent-karen-3693902,commercial-property,rent,"KSh 300,000
 / month"
300 ft² Office with Parking in Mombasa Road,Mombasa Road,,,300 ft²,18/05/2024,['Parking'],/listings/300-ft2-office-for-rent-mombasa-road-3693688,commercial-property,rent,"KSh 45,000
 / month"
Commercial Property with Parking in Lavington,Lavington,,,,05/07/2024,"['Balcony', 'Garden', 'Parking']",/listings/commercial-property-for-rent-lavington-3693633,commercial-property,rent,"KSh 600,000
 / month"
Commercial Property in Karen,Karen,,,,17/05/2024,[],/listings/commercial-property-for-rent-karen-3693669,commercial-property,rent,"KSh 288,000
 / month"
Office in Karen,Karen,,,,17/05/2024,[],/listings/office-for-rent-karen-3693663,commercial-property,rent,"KSh 684,000
 / month"
Commercial Property in Karen,Karen,,,,17/05/2024,[],/listings/commercial-property-for-rent-karen-3693658,commercial-property,rent,"KSh 180,000
 / month"
Office in Karen,Karen,,,,17/05/2024,[],/listings/office-for-rent-karen-3693650,commercial-property,rent,"KSh 180,000
 / month"
Office with Parking in Karen,Karen,,,,17/05/2024,['Parking'],/listings/office-for-rent-karen-3693648,commercial-property,rent,"KSh 520,000
 / month"
Commercial Property in Gigiri,"Gigiri, Westlands",,,,17/05/2024,[],/listings/commercial-property-for-rent-gigiri-3693646,commercial-property,rent,"KSh 907,583
 / month"
"4,200 ft² Office with Backup Generator at Westlands","Westlands, Westlands Area",,,4200 ft²,17/05/2024,"['Aircon', 'Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Wheelchair Access']",/listings/4200-ft2-office-for-rent-westlands-area-3693621,commercial-property,rent,"KSh 65
 / month"
Furnished 75 m² Office with Service Charge Included at Westlands,"Westlands, Westlands Area",,,75 m²,16/05/2024,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Furnished', 'Lift/Elevator', 'Parking', 'Service Charge Included']",/listings/furnished-75-m2-office-for-rent-westlands-area-3693333,commercial-property,rent,"KSh 674,925
 / month"
"7,810 ft² Warehouse with Service Charge Included at Eastern Bypass","Eastern bypass, Eastern ByPass, Ruiru",,,7810 ft²,15/05/2024,"['Alarm', 'CCTV', 'Electric Fence', 'Gated Community', 'Service Charge Included']",/listings/7810-ft2-warehouse-for-rent-eastern-bypass-3693187,commercial-property,rent,"KSh 218,680
 / month"
Office with Service Charge Included in Westlands Area,"Westlands Area, Westlands",,,,22/05/2024,"['Backup Generator', 'Balcony', 'CCTV', 'Parking', 'Service Charge Included']",/listings/office-for-rent-westlands-area-3692949,commercial-property,rent,"KSh 900,000
 / month"
Warehouse in Embakasi,Embakasi,,,,09/05/2024,[],/listings/warehouse-for-rent-embakasi-3692035,commercial-property,rent,"KSh 40,000
 / month"
Commercial Property with Backup Generator at Kitisuru Road,"78, Kitisuru Road, Kitisuru, Westlands",,,,13/05/2024,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Pet Friendly', 'Wheelchair Access']",/listings/commercial-property-for-rent-kitisuru-3692747,commercial-property,rent,"KSh 1,200,000
 / month"
Commercial Property with Backup Generator at Mugumo Road,"66, Mugumo Road, Lavington",,,,13/05/2024,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Kids Play Area', 'Parking', 'Pet Friendly', 'Wheelchair Access']",/listings/commercial-property-for-rent-lavington-3692745,commercial-property,rent,"KSh 550,000
 / month"
"11,765 ft² Warehouse with Service Charge Included in Mombasa Road",Mombasa Road,,,11765 ft²,16/05/2024,"['Parking', 'Service Charge Included']",/listings/11765-ft2-warehouse-for-rent-mombasa-road-3692446,commercial-property,rent,"KSh 482,365
 / month"
"1,500 ft² Commercial Property with Service Charge Included in Ngara",Ngara,,,1500 ft²,27/06/2024,"['CCTV', 'Service Charge Included']",/listings/1500-ft2-commercial-property-for-rent-ngara-3692353,commercial-property,rent,"KSh 150,000
 / month"
"2,000 ft² Office with Service Charge Included in Industrial Area",Industrial Area,,,2000 ft²,10/05/2024,"['Backup Generator', 'Parking', 'Service Charge Included']",/listings/2000-ft2-office-for-rent-industrial-area-3692348,commercial-property,rent,"KSh 90,000
 / month"
Warehouse in Embakasi,Embakasi,,,,05/02/2024,[],/listings/warehouse-for-rent-embakasi-3651083,commercial-property,rent,"KSh 3,500,000
 / month"
Warehouse with Parking in Industrial Area,Industrial Area,,,,05/02/2024,['Parking'],/listings/warehouse-for-rent-industrial-area-3656564,commercial-property,rent,"KSh 35
 / month"
Office in Karen,Karen,,,,05/02/2024,[],/listings/office-for-rent-karen-3633223,commercial-property,rent,"KSh 500,000
 / month"
797 ft² Commercial Property with Service Charge Included at Upperhill Area,"upperhill area, Upper Hill",,,797 ft²,26/06/2024,"['Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']",/listings/797-ft2-commercial-property-for-rent-upper-hill-3691729,commercial-property,rent,"KSh 106,320
 / month"
Office with Parking in Karen,Karen,,,,08/05/2024,['Parking'],/listings/office-for-rent-karen-3691800,commercial-property,rent,"KSh 396,000
 / month"
Furnished Commercial Property with Parking in Karen,Karen,,,,08/05/2024,"['Furnished', 'Parking']",/listings/furnished-commercial-property-for-rent-karen-3691794,commercial-property,rent,"KSh 564,000
 / month"
Commercial Property with Backup Generator at Mzima Springs,"98, Mzima springs, Lavington",,,,08/05/2024,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Pet Friendly', 'Wheelchair Access']",/listings/commercial-property-for-rent-lavington-3691688,commercial-property,rent,"KSh 550,000
 / month"
Office with Backup Generator at Riverside Drive,"Riverside Drive, Riverside, Westlands",,,,24/07/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Lift/Elevator', 'Parking']",/listings/office-for-rent-riverside-3691275,commercial-property,rent,"KSh 418,000
 / month"
"3,500 ft² Office with Service Charge Included at Mogotio Road","19, Mogotio Road, Westlands Area, Westlands",,,3500 ft²,06/05/2024,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Parking', 'Service Charge Included']",/listings/3500-ft2-office-for-rent-westlands-area-3657067,commercial-property,rent,"KSh 80
 / month"
250 ft² Warehouse at Chambers Road,"Chambers Road, Ngara",,,250 ft²,06/05/2024,[],/listings/250-ft2-warehouse-for-rent-ngara-3652510,commercial-property,rent,"KSh 45,000
 / month"
"1,000 ft² Shop at Ngara","ngara, Ngara",,,1000 ft²,06/05/2024,[],/listings/1000-ft2-shop-for-rent-ngara-3647493,commercial-property,rent,"KSh 140,000
 / month"
"5,200 ft² Warehouse with Backup Generator at Southern Bypass","Southern Bypass, Kikuyu Town, Kikuyu",,,5200 ft²,06/05/2024,"['Backup Generator', 'CCTV', 'Electric Fence', 'Garden', 'Parking']",/listings/5200-ft2-warehouse-for-rent-kikuyu-town-3643057,commercial-property,rent,"KSh 34
 / month"
Warehouse with Backup Generator at Mombasa Road,Mombasa Road,,,,06/05/2024,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence']",/listings/warehouse-for-rent-mombasa-road-3621077,commercial-property,rent,"KSh 38
 / month"
Furnished 500 m² Commercial Property with Backup Generator at Murang'A Road,"Murang'a road, Nairobi CBD",,,500 m²,06/05/2024,"['Backup Generator', 'CCTV', 'Fibre Internet', 'Furnished', 'Lift/Elevator', 'Parking']",/listings/furnished-500-m2-commercial-property-for-rent-nairobi-cbd-9-3567434,commercial-property,rent,"KSh 100,000
 / month"
"7,692 ft² Warehouse with Backup Generator at Opposite Jkia Interchange","opposite jkia interchange, Mombasa Road",,,7692 ft²,06/05/2024,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Lift/Elevator', 'Parking', 'Wheelchair Access']",/listings/7692-ft2-warehouse-for-rent-mombasa-road-13-3460722,commercial-property,rent,"KSh 85
 / month"
