Title,Location,Bedrooms,Bathrooms,Size,Date,Amenities,Url,Property Type,Payment_type,Price
4 Bed Townhouse with En Suite at Off Waiyaki Way,"Off Waiyaki Way, Lavington",4,4,,06/07/2024,"['Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool']",/listings/4-bedroom-townhouse-for-sale-lavington-3703121,houses,sale,"KSh 38,000,000"
3 Bed House with En Suite in Ngong,Ngong,3,4,,30/07/2024,"['Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Staff Quarters']",/listings/3-bedroom-house-for-sale-ngong-3710717,houses,sale,"KSh 8,500,000"
3 Bed House with En Suite in Ruiru,Ruiru,3,3,,30/07/2024,"['En Suite', 'Garden', 'Gated Community', 'Parking']",/listings/3-bedroom-house-for-sale-ruiru-3710714,houses,sale,"KSh 9,800,000"
6 Bed House at Membley,"Membley, Ruiru",6,6,3500 ft²,30/07/2024,[],/listings/6-bedroom-house-for-sale-membley-3710704,houses,sale,"KSh 19,000,000"
4 Bed House with En Suite in Kiambu Town,Kiambu Town,4,5,,30/07/2024,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",/listings/4-bedroom-house-for-sale-kiambu-town-3710691,houses,sale,"KSh 32,000,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,6,,30/07/2024,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/5-bedroom-townhouse-for-sale-lavington-3710696,houses,sale,"KSh 55,000,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,4,5,,30/07/2024,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",/listings/4-bedroom-townhouse-for-sale-lavington-3710695,houses,sale,"KSh 60,000,000"
6 Bed Villa with En Suite in Ngong,Ngong,6,7,,30/07/2024,"['BBQ', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",/listings/furnished-6-bedroom-villa-for-sale-ngong-3710639,houses,sale,"KSh 35,000,000"
4 Bed House with En Suite in Ruiru,Ruiru,4,5,5000 ft²,30/07/2024,"['Alarm', 'BBQ', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/4-bedroom-house-for-sale-ruiru-3710650,houses,sale,"KSh 28,000,000"
3 Bed House with En Suite in Kitengela,Kitengela,3,4,5000 ft²,30/07/2024,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/3-bedroom-house-for-sale-kitengela-3710643,houses,sale,"KSh 8,500,000"
3 Bed House with En Suite in Kitengela,Kitengela,3,3,5000 ft²,30/07/2024,"['Alarm', 'BBQ', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Serviced', 'Shopping Centre', 'Walk In Closet', 'Wheelchair Access']",/listings/3-bedroom-house-for-sale-kitengela-3710647,houses,sale,"KSh 6,500,000"
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",4,5,,30/07/2024,"['En Suite', 'Garden', 'Parking', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",/listings/4-bedroom-townhouse-for-sale-runda-3710640,houses,sale,"KSh 140,000,000"
4 Bed House with En Suite in Ngong,Ngong,4,5,,30/07/2024,"['Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/4-bedroom-house-for-sale-ngong-3710621,houses,sale,"KSh 14,500,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,6,,30/07/2024,"['BBQ', 'Backup Generator', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",/listings/5-bedroom-townhouse-for-sale-lavington-3710635,houses,sale,"KSh 75,000,000"
3 Bed House with En Suite in Ngong,Ngong,3,3,,30/07/2024,"['Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",/listings/3-bedroom-house-for-sale-ngong-3710632,houses,sale,"KSh 13,800,000"
5 Bed Townhouse with En Suite in Thika,Thika,5,5,,30/07/2024,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/5-bedroom-townhouse-for-sale-thika-3710633,houses,sale,"KSh 60,000,000"
3 Bed Villa with En Suite at Mtwapa,"La-marina Estate, Mtwapa",3,4,1100 m²,01/07/2024,"['Aircon', 'Alarm', 'Balcony', 'Borehole', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet']",/listings/3-bedroom-villa-for-sale-mtwapa-3680467,houses,sale,"KSh 38,500,000"
6 Bed Townhouse with En Suite in Lavington,Lavington,6,6,250 ac,04/06/2024,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Serviced', 'Walk In Closet']",/listings/furnished-6-bedroom-townhouse-for-sale-lavington-3695994,houses,sale,"KSh 87,000,000"
5 Bed Townhouse with En Suite at Lavington,Lavington,5,6,500 m²,26/07/2024,"['Alarm', 'BBQ', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Wheelchair Access']",/listings/5-bedroom-townhouse-for-sale-lavington-3678794,houses,sale,"KSh 80,000,000"
3 Bed Villa with En Suite in Nanyuki,Nanyuki,3,4,,30/07/2024,"['BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'En Suite', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool']",/listings/furnished-3-bedroom-villa-for-sale-nanyuki-3710630,houses,sale,"KSh 25,000,000"
4 Bed Townhouse with En Suite at Syokimau Estate,"0730J, Syokimau Estate, Syokimau",4,5,2800 ft²,30/07/2024,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet', 'Wheelchair Access']",/listings/4-bedroom-townhouse-for-sale-syokimau-3710625,houses,sale,"KSh 13,500,000"
6 Bed Villa with En Suite in Runda,"Runda, Westlands",6,6,,30/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/6-bedroom-villa-for-sale-runda-3710628,houses,sale,"KSh 158,000,000"
5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,5,5,,30/07/2024,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/5-bedroom-townhouse-for-sale-kileleshwa-3693188,houses,sale,"KSh 80,000,000"
