Location,Bedrooms,Bathrooms,Date,Amenities,Property Type,Payment_type,Price,Sub_county
"Kyuna, Westlands",5.0,5.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Sea View', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,850000,Westlands
Muthaiga,3.0,2.0,2024-06-18,"['Alarm', 'Backup Generator', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']",houses,rent,520000,Westlands
"Lower Kabete, Westlands",5.0,5.0,2024-06-18,"['BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,290000,Westlands
"Grevilia Grove, Brookside, Westlands",3.0,4.0,2024-07-24,"['Alarm', 'Backup Generator', 'Borehole', 'Electric Fence', 'En Suite', 'Furnished', 'Gym', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool']",houses,rent,400000,Westlands
Karen,5.0,5.0,2024-08-07,"['Alarm', 'Balcony', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,450000,Langata
"1, Kirichwa Gardens, Kilimani",4.0,3.0,2024-06-05,"['Aircon', 'Alarm', 'Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Garden', 'Hospital', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre']",houses,rent,100000,Dagoretti North
"1, Riverside, Mombasa Road",5.0,4.0,2024-06-05,"['Aircon', 'Alarm', 'Balcony', 'Electric Fence', 'En Suite', 'Furnished', 'Garden', 'Sea View', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']",houses,rent,95000,Westlands
"Runda, Westlands",5.0,5.0,2024-06-07,"['Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters']",houses,rent,350000,Westlands
"Glory Road, Runda, Westlands",4.0,4.0,2024-06-05,"['Balcony', 'Electric Fence', 'En Suite', 'Garden', 'Scenic View', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']",houses,rent,500000,Westlands
Kiambu Road,4.0,5.0,2024-07-15,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Sea View', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Wheelchair Access']",houses,rent,250000,Westlands
"Nyali Area, Nyali",4.0,5.0,2024-07-15,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Sea View', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,180000,Unknown
"Nyali Area, Nyali",4.0,5.0,2024-07-15,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Sea View', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,350000,Unknown
"Nyali Area, Nyali",5.0,5.0,2024-07-15,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Sea View', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Wheelchair Access']",houses,rent,150000,Unknown
Kileleshwa,4.0,4.0,2024-05-05,"['Balcony', 'En Suite', 'Garden', 'Parking']",houses,rent,200000,Dagoretti North
"Nyali Area, Nyali",4.0,5.0,2024-07-15,"['BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Sea View', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters']",houses,rent,120000,Unknown
"Nyali Area, Nyali",4.0,5.0,2024-07-15,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Sea View', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,240000,Unknown
"Nyali Area, Nyali",5.0,6.0,2024-07-15,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Sea View', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,300000,Unknown
"Nyali Area, Nyali",5.0,5.0,2024-07-15,"['BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Sea View', 'Shopping Centre', 'Staff Quarters']",houses,rent,150000,Unknown
"Nyali Area, Nyali",3.0,3.0,2024-07-15,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Sea View', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",houses,rent,80000,Unknown
"90, Soraya Drive, Runda, Westlands",5.0,5.0,2024-05-05,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool']",houses,rent,450000,Westlands
"90, Convent Drive, Lavington",4.0,4.0,2024-05-05,"['Aircon', 'Alarm', 'Backup Generator', 'En Suite', 'Fibre Internet', 'Walk In Closet']",houses,rent,300000,Dagoretti North
"1, Red Hill Drive, Nyari, Westlands",6.0,8.0,2024-01-07,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,720000,Westlands
"Spring Valley, Westlands",4.0,4.0,2024-06-18,"['Alarm', 'BBQ', 'Backup Generator', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,400000,Westlands
Lavington,4.0,4.0,2024-06-18,"['Backup Generator', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,400000,Dagoretti North
Lavington,5.0,6.0,2024-06-18,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'Furnished', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,400000,Dagoretti North
Karen,5.0,6.0,2024-06-18,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']",houses,rent,350000,Langata
"Kitisuru, Westlands",5.0,5.0,2024-06-18,"['BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gated Community', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']",houses,rent,580000,Westlands
"Rosslyn, Westlands",5.0,5.0,2024-06-06,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,660000,Westlands
Lavington,6.0,6.0,2024-04-05,"['Balcony', 'En Suite', 'Garden']",houses,rent,675572,Dagoretti North
Kiambu Road,4.0,3.0,2024-04-07,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,180000,Westlands
"Kyuna, Westlands",5.0,4.0,2024-06-06,"['Balcony', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,375000,Westlands
"Nyali Area, Nyali",4.0,5.0,2024-07-15,"['BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Sea View', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,180000,Unknown
"Gigiri, Westlands",4.0,4.0,2024-06-06,"['Balcony', 'Bus Stop', 'En Suite', 'Hospital', 'Parking', 'Scenic View', 'School', 'Sea View', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,700000,Westlands
"Kigwa Ridge, Ridgeways",3.0,4.0,2024-03-05,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'Electric Fence', 'En Suite', 'Furnished', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre']",houses,rent,500000,Roysambu
"Off Panarican Insurance Avenue, Runda, Westlands",2.0,1.0,2024-07-30,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,140000,Westlands
"Runda, Westlands",4.0,4.0,2024-12-07,"['Backup Generator', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Scenic View', 'Service Charge Included', 'Staff Quarters']",houses,rent,639000,Westlands
Muthaiga,5.0,5.0,2024-12-07,"['Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters']",houses,rent,1450000,Westlands
"Lower Kabete, Westlands",3.0,3.0,2024-07-22,['Balcony'],houses,rent,480000,Westlands
"Runda, Westlands",2.0,2.0,2024-07-27,"['Alarm', 'BBQ', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Wheelchair Access']",houses,rent,70000,Westlands
Kiambu Road,4.0,3.0,2024-02-05,"['Alarm', 'Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,180000,Westlands
Kiambu Road,4.0,3.0,2024-04-07,"['Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",houses,rent,450000,Westlands
"Maziwa, Lavington Green, Lavington",4.0,4.0,2024-12-07,"['Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,450000,Dagoretti North
Kiambu Road,4.0,3.0,2024-04-07,"['Balcony', 'Borehole', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet']",houses,rent,350000,Westlands
Kileleshwa,4.0,3.0,2024-12-07,"['Alarm', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,150000,Dagoretti North
"Maziwa, Lavington Green, Lavington",5.0,5.0,2024-12-07,"['Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,650000,Dagoretti North
"Spring Valley, Westlands",5.0,5.0,2024-12-07,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,1050000,Westlands
Kileleshwa,4.0,3.0,2024-12-07,"['Alarm', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters', 'Walk In Closet']",houses,rent,400000,Dagoretti North
Kileleshwa,4.0,4.0,2024-12-07,"['Alarm', 'Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,400000,Dagoretti North
"Kitisuru, Westlands",4.0,4.0,2024-07-16,"['Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,400000,Westlands
"Runda, Westlands",4.0,5.0,2024-06-17,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,430000,Westlands
"2, Off Benin Dr, Runda, Westlands",3.0,4.0,2024-01-07,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,450000,Westlands
Kiambu Road,4.0,5.0,2024-04-30,"['Balcony', 'En Suite', 'Garden']",houses,rent,110000,Westlands
"Spring valley, Spring Valley, Westlands",4.0,3.0,2024-07-16,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,350000,Westlands
"lavington, Lavington",5.0,5.0,2024-07-16,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,450000,Dagoretti North
"loresho, Loresho, Westlands",2.0,2.0,2024-07-16,"['Alarm', 'Borehole', 'Bus Stop', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet', 'Wheelchair Access']",houses,rent,150000,Westlands
Kiambu Road,5.0,5.0,2024-06-28,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,250000,Westlands
"Runda, Westlands",5.0,5.0,2024-06-26,"['Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,400000,Westlands
"77, Ruaka Road, Runda, Westlands",5.0,6.0,2024-04-26,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Sea View', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,550000,Westlands
"34, Kitisuru Road, Kitisuru, Westlands",4.0,4.0,2024-04-26,"['Aircon', 'Alarm', 'BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,480000,Westlands
"Runda, Westlands",5.0,5.0,2024-04-07,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,400000,Westlands
"Runda, Westlands",3.0,3.0,2024-06-06,"['Balcony', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Walk In Closet']",houses,rent,290000,Westlands
"New Kitisuru, Kitisuru, Westlands",6.0,6.0,2024-07-30,"['Alarm', 'BBQ', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,500000,Westlands
"New Kitisuru, Kitisuru, Westlands",4.0,3.0,2024-07-30,"['Alarm', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,280000,Westlands
"New Kitisuru, Kitisuru, Westlands",4.0,3.0,2024-07-30,"['Alarm', 'Balcony', 'Bus Stop', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,220000,Westlands
"Eden Ville Estate Opp Fivestar Meadows, Kiambu Road",4.0,3.0,2024-04-24,"['Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Wheelchair Access']",houses,rent,160000,Westlands
"Runda, Westlands",4.0,4.0,2024-04-22,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,450000,Westlands
"Kitisuru, Westlands",5.0,4.0,2024-04-22,"['Balcony', 'En Suite', 'Garden', 'Swimming Pool']",houses,rent,350000,Westlands
"Gigiri, Westlands",5.0,4.0,2024-04-22,"['Balcony', 'En Suite', 'Garden', 'Parking']",houses,rent,656409,Westlands
"Panafric, Runda, Westlands",5.0,5.0,2024-04-20,"['Alarm', 'BBQ', 'Backup Generator', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,400000,Westlands
"Karura, Westlands",4.0,4.0,2024-06-28,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,270000,Westlands
"Runda, Westlands",6.0,6.0,2024-04-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool']",houses,rent,900000,Westlands
"Runda, Westlands",5.0,6.0,2024-06-28,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,250000,Westlands
"1, Off Ruaka Rd, Runda, Westlands",4.0,5.0,2024-01-07,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,390000,Westlands
"Runda, Westlands",5.0,5.0,2024-07-15,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Kids Play Area', 'Parking', 'Scenic View', 'Staff Quarters', 'Walk In Closet']",houses,rent,390000,Westlands
"Runda, Westlands",4.0,4.0,2024-03-06,"['BBQ', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']",houses,rent,350000,Westlands
"Chalbi Drive, Lavington",6.0,4.0,2024-07-22,"['BBQ', 'Balcony', 'Bus Stop', 'Electric Fence', 'Garden', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Wheelchair Access']",houses,rent,400000,Dagoretti North
Lavington,5.0,6.0,2024-07-24,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,650000,Dagoretti North
"2, Gigiri, Westlands",4.0,5.0,2024-01-07,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,600000,Westlands
"4, Off Ruaka Rd, Runda, Westlands",4.0,5.0,2024-07-28,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,300000,Westlands
Kiambu Road,4.0,5.0,2024-04-13,"['Balcony', 'En Suite', 'Garden', 'Parking']",houses,rent,325090,Westlands
"Runda, Westlands",5.0,5.0,2024-07-22,"['En Suite', 'Garden', 'Swimming Pool']",houses,rent,850000,Westlands
"Runda, Westlands",6.0,6.0,2024-07-22,"['Balcony', 'Garden', 'Gated Community', 'Parking', 'Staff Quarters']",houses,rent,520000,Westlands
