Location,Bedrooms,Bathrooms,Date,Amenities,Property Type,Payment_type,Price,Sub_county
"Riverside, Westlands",4.0,4.0,2024-05-07,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,350000,Westlands
"76, Oloitoktok Rd, Kileleshwa",0.0,1.0,2024-07-25,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,rent,55000,Dagoretti North
"General Mathenge, Westlands",3.0,4.0,2024-07-22,"['En Suite', 'Furnished', 'Gym', 'Service Charge Included', 'Swimming Pool']",flats-apartments,rent,180000,Westlands
Riara Road,3.0,3.0,2024-07-25,"['Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,180000,Dagoretti North
"Westlands Area, Westlands",1.0,1.0,2024-06-07,"['Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'Gated Community', 'Hospital', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre']",flats-apartments,rent,120000,Westlands
"Parklands, Westlands",2.0,2.0,2024-06-07,"['Balcony', 'Bus Stop', 'CCTV', 'Furnished', 'Gated Community', 'Hospital', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,150000,Westlands
Kilimani,1.0,1.0,2024-07-15,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Garden', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,rent,100000,Dagoretti North
"Riverside drive, Riverside, Westlands",4.0,4.0,2024-06-18,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,330000,Westlands
"101, Riverside, Westlands",3.0,4.0,2024-07-15,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,500000,Westlands
Kilimani,2.0,2.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,382500,Dagoretti North
Kilimani,2.0,2.0,2024-07-30,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Serviced', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,160000,Dagoretti North
"Daily Rate : Kes 8,000- Per Day, Off Ngong Road - Near Prestige Plaza, Kilimani",2.0,3.0,2024-07-30,"['Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,170000,Dagoretti North
"General Mathenge, Westlands",3.0,3.0,2024-05-22,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,150000,Westlands
"Riverside, Westlands",4.0,4.0,2024-05-22,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,350000,Westlands
"Fourways street, Fourways, Kiambu Road",2.0,2.0,2024-03-22,"['Alarm', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Parking', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,rent,135000,Westlands
Thika Road,3.0,3.0,2024-05-22,"['Balcony', 'En Suite', 'Parking']",flats-apartments,rent,65000,Roysambu
"Riverside, Westlands",3.0,3.0,2024-05-22,"['Balcony', 'En Suite', 'Garden', 'Parking']",flats-apartments,rent,185000,Westlands
"Westlands, Westlands Area",2.0,2.0,2024-07-26,"['BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Hospital', 'Kids Play Area', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet']",flats-apartments,rent,70000,Westlands
Kilimani,2.0,2.0,2024-05-22,"['Balcony', 'En Suite', 'Furnished', 'Parking']",flats-apartments,rent,240000,Dagoretti North
"City Park drive, Westlands Area, Westlands",2.0,2.0,2024-06-18,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet']",flats-apartments,rent,220000,Westlands
Lavington,2.0,2.0,2024-06-06,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,190000,Dagoretti North
"Riverside, Westlands",4.0,3.0,2024-07-15,[],flats-apartments,rent,120000,Westlands
"City Park drive, Westlands Area, Westlands",2.0,2.0,2024-06-18,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,230000,Westlands
"City Park drive, Parklands, Westlands",3.0,3.0,2024-06-18,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,360000,Westlands
"City Park drive, Westlands Area, Westlands",3.0,3.0,2024-06-18,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,270000,Westlands
Lavington,4.0,5.0,2024-05-21,"['Balcony', 'En Suite', 'Garden', 'Parking']",flats-apartments,rent,270000,Dagoretti North
Lavington,4.0,5.0,2024-05-21,"['Balcony', 'En Suite', 'Parking']",flats-apartments,rent,260000,Dagoretti North
Lavington,3.0,3.0,2024-05-21,"['Balcony', 'En Suite', 'Lift/Elevator', 'Parking']",flats-apartments,rent,165000,Dagoretti North
Lavington,4.0,4.0,2024-05-21,"['Balcony', 'En Suite', 'Parking']",flats-apartments,rent,400000,Dagoretti North
Kilimani,3.0,3.0,2024-05-21,"['Balcony', 'En Suite', 'Furnished', 'Parking']",flats-apartments,rent,180000,Dagoretti North
"Brookside, Westlands",3.0,3.0,2024-06-07,"['Backup Generator', 'Bus Stop', 'CCTV', 'Gated Community', 'Hospital', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre']",flats-apartments,rent,100000,Westlands
Kilimani,2.0,2.0,2024-05-21,"['Balcony', 'En Suite', 'Furnished', 'Parking']",flats-apartments,rent,170000,Dagoretti North
Lavington,3.0,2.0,2024-05-21,"['BBQ', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet']",flats-apartments,rent,160000,Dagoretti North
Kiambu Road,3.0,3.0,2024-05-21,"['Balcony', 'En Suite', 'Parking']",flats-apartments,rent,150000,Westlands
Kiambu Road,2.0,2.0,2024-05-21,"['Balcony', 'En Suite', 'Parking']",flats-apartments,rent,120000,Westlands
"Parklands, Westlands",4.0,4.0,2024-07-31,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,320000,Westlands
"Kindaruma Rd, Kilimani",1.0,2.0,2024-03-06,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,350000,Dagoretti North
"Argwings Kodhek, Kilimani",2.0,3.0,2024-03-06,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,rent,180000,Dagoretti North
Lavington,4.0,4.0,2024-06-06,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,420000,Dagoretti North
"Westlands Area, Westlands",2.0,2.0,2024-06-06,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,250000,Westlands
Lavington,1.0,1.0,2024-06-06,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,150000,Dagoretti North
"Kindaruma Rd, Kilimani",1.0,2.0,2024-03-06,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,rent,120000,Dagoretti North
"Kindaruma Rd, Kilimani",2.0,3.0,2024-03-06,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,180000,Dagoretti North
Lavington,3.0,3.0,2024-07-24,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool']",flats-apartments,rent,320000,Dagoretti North
"Kikambala Road, Kileleshwa",2.0,2.0,2024-07-24,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'School', 'Service Charge Included', 'Serviced', 'Swimming Pool']",flats-apartments,rent,260000,Dagoretti North
"Spring valley road, Spring Valley, Westlands",3.0,2.0,2024-07-16,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'En Suite', 'Furnished', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,350000,Westlands
"City Park drive, Westlands Area, Westlands",2.0,2.0,2024-06-18,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,220000,Westlands
"Parklands, Westlands",3.0,3.0,2024-07-30,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet']",flats-apartments,rent,100000,Westlands
"Parklands, Westlands",3.0,3.0,2024-07-26,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,160000,Westlands
"Westlands Area, Westlands",4.0,5.0,2024-05-20,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'En Suite', 'Fibre Internet', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,250000,Westlands
"Riverside, Westlands",4.0,4.0,2024-07-27,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,350000,Westlands
"Riverside, Westlands",3.0,3.0,2024-05-20,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,180000,Westlands
Karen,3.0,2.0,2024-07-16,"['Balcony', 'Borehole', 'Bus Stop', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Hospital', 'Parking', 'Pet Friendly', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,90000,Langata
"1, Off woodvale Dr, Runda, Westlands",2.0,3.0,2024-01-07,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",flats-apartments,rent,150000,Westlands
"Nyali Area, Nyali",2.0,2.0,2024-05-19,"['Balcony', 'En Suite', 'Parking', 'Scenic View', 'Sea View', 'Swimming Pool']",flats-apartments,rent,261758,Unknown
"Nyali Area, Nyali",3.0,4.0,2024-07-22,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Sea View', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,200000,Unknown
"Westlands Area, Westlands",3.0,3.0,2024-05-17,"['Balcony', 'En Suite', 'Gym', 'Lift/Elevator', 'Parking']",flats-apartments,rent,150000,Westlands
Kileleshwa,3.0,3.0,2024-05-17,"['Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']",flats-apartments,rent,165000,Dagoretti North
"Two Rivers, Rosslyn, Runda, Westlands",2.0,2.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",flats-apartments,rent,200000,Westlands
"53, Kilimani Road, Kilimani",2.0,2.0,2024-05-17,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']",flats-apartments,rent,75000,Dagoretti North
"Rhapta road, Westlands Area, Westlands",2.0,2.0,2024-06-26,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Scenic View', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,230000,Westlands
"Parklands, Westlands",3.0,3.0,2024-07-22,"['Balcony', 'En Suite', 'Scenic View']",flats-apartments,rent,250000,Westlands
"Rosslyn, Westlands",4.0,4.0,2024-07-22,['En Suite'],flats-apartments,rent,300000,Westlands
Lavington,0.0,1.0,2024-05-16,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet']",flats-apartments,rent,55000,Dagoretti North
"Brookside, Westlands",3.0,3.0,2024-06-07,"['Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'En Suite', 'Furnished', 'Gated Community', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre']",flats-apartments,rent,225000,Westlands
"Riverside, Westlands",2.0,2.0,2024-07-30,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",flats-apartments,rent,300000,Westlands
Lavington,2.0,2.0,2024-06-06,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,200000,Dagoretti North
"Westlands Area, Westlands",2.0,2.0,2024-05-15,"['Balcony', 'En Suite', 'Furnished', 'Parking']",flats-apartments,rent,255000,Westlands
Thika Road,3.0,3.0,2024-05-15,"['Balcony', 'En Suite', 'Furnished', 'Garden', 'Parking']",flats-apartments,rent,235000,Roysambu
"Westlands Area, Westlands",2.0,3.0,2024-05-15,"['Balcony', 'En Suite', 'Furnished', 'Parking']",flats-apartments,rent,160000,Westlands
"Westlands Area, Westlands",2.0,2.0,2024-06-06,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,290000,Westlands
"Parklands, Westlands",2.0,2.0,2024-05-15,"['Balcony', 'En Suite', 'Parking']",flats-apartments,rent,90000,Westlands
"Parklands, Westlands",3.0,3.0,2024-06-06,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,325000,Westlands
Kilimani,3.0,3.0,2024-05-15,"['En Suite', 'Parking']",flats-apartments,rent,270000,Dagoretti North
Kilimani,2.0,2.0,2024-04-07,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,180000,Dagoretti North
Kilimani,3.0,3.0,2024-05-15,"['Balcony', 'En Suite', 'Parking']",flats-apartments,rent,260000,Dagoretti North
Kilimani,1.0,2.0,2024-05-15,"['Balcony', 'En Suite', 'Furnished', 'Parking']",flats-apartments,rent,180000,Dagoretti North
Kilimani,2.0,2.0,2024-05-15,"['Balcony', 'En Suite', 'Parking']",flats-apartments,rent,200000,Dagoretti North
Kilimani,1.0,1.0,2024-05-15,"['Balcony', 'En Suite', 'Parking', 'Swimming Pool']",flats-apartments,rent,150000,Dagoretti North
Kilimani,3.0,3.0,2024-05-15,"['Balcony', 'En Suite', 'Parking']",flats-apartments,rent,180000,Dagoretti North
Kileleshwa,3.0,3.0,2024-05-15,"['Balcony', 'En Suite', 'Parking']",flats-apartments,rent,240000,Dagoretti North
Kileleshwa,3.0,3.0,2024-05-15,"['Balcony', 'En Suite', 'Furnished', 'Garden', 'Parking']",flats-apartments,rent,215000,Dagoretti North
Karen,2.0,2.0,2024-05-15,"['En Suite', 'Garden', 'Parking']",flats-apartments,rent,130000,Langata
