Title,Location,Bedrooms,Bathrooms,Size,Date,Amenities,Url,Property Type,Payment_type,Price
4 Bed Apartment with En Suite in Kilimani,Kilimani,4,4,,29/07/2024,"['Balcony', 'Bus Stop', 'En Suite', 'Parking', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool']",/listings/4-bedroom-apartment-for-rent-kilimani-3705603,flats-apartments,rent,"KSh 120,000
 / month"
2 Bed Apartment with En Suite in Riverside,"Riverside, Westlands",2,2,,29/07/2024,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'Electric Fence', 'En Suite', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Shopping Centre']",/listings/2-bedroom-apartment-for-rent-riverside-3705596,flats-apartments,rent,"KSh 120,000
 / month"
3 Bed Apartment with En Suite in Kilimani,Kilimani,3,3,,29/07/2024,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Parking', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet']",/listings/3-bedroom-apartment-for-rent-kilimani-3702537,flats-apartments,rent,"KSh 120,000
 / month"
Serviced 1 Bed Apartment with En Suite in Westlands Area,"Westlands Area, Westlands",1,1,,29/07/2024,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet']",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-3705282,flats-apartments,rent,"KSh 150,000
 / month"
Serviced 3 Bed Apartment with En Suite at Othaya Road,"OTHAYA ROAD, Lavington",3,3,,07/07/2024,"['Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre']",/listings/furnished-3-bedroom-apartment-for-rent-lavington-3704354,flats-apartments,rent,"KSh 150,000
 / month"
4 Bed Apartment with En Suite in Kileleshwa,Kileleshwa,4,4,,29/07/2024,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool']",/listings/4-bedroom-apartment-for-rent-kileleshwa-3704349,flats-apartments,rent,"KSh 140,000
 / month"
Serviced 2 Bed Apartment with En Suite in Westlands Area,"Westlands Area, Westlands",2,2,,29/07/2024,"['Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Golf Course', 'Hospital', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Shopping Centre']",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3703590,flats-apartments,rent,"KSh 170,000
 / month"
4 Bed Apartment with En Suite in Lavington,Lavington,4,4,,29/07/2024,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool']",/listings/4-bedroom-apartment-for-rent-lavington-3702676,flats-apartments,rent,"KSh 230,000
 / month"
Furnished 2 Bed Apartment with En Suite in Westlands Area,"Westlands Area, Westlands",2,2,,29/07/2024,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool']",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3702815,flats-apartments,rent,"KSh 250,000
 / month"
4 Bed Apartment with En Suite in Riverside,"Riverside, Westlands",4,4,,29/07/2024,"['Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Parking', 'Service Charge Included']",/listings/4-bedroom-apartment-for-rent-riverside-3703522,flats-apartments,rent,"KSh 250,000
 / month"
2 Bed Apartment with En Suite in Lavington,Lavington,2,3,,01/07/2024,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']",/listings/2-bedroom-apartment-for-rent-lavington-3703357,flats-apartments,rent,"KSh 115,000
 / month"
