Location,Bedrooms,Bathrooms,Date,Amenities,Property Type,Payment_type,Price,Sub_county
"Spring Valley, Westlands",5.0,6.0,2024-04-27,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,sale,170000000,Westlands
"Nyali, Nyali Bridge, Mombasa CBD, Mombasa Island",4.0,4.0,2024-07-17,"['Aircon', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Hospital', 'Parking', 'Scenic View', 'School', 'Sea View', 'Staff Quarters', 'Swimming Pool']",houses,sale,170000000,Unknown
"Nyali, Nyali Area",4.0,4.0,2024-07-16,"['Alarm', 'Borehole', 'Electric Fence', 'En Suite', 'Garden', 'Hospital', 'Parking', 'School']",houses,sale,75000000,Unknown
"Ngecha Road, Kitisuru, Westlands",4.0,5.0,2024-01-04,"['Alarm', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,sale,65000000,Westlands
Lavington,4.0,5.0,2024-07-22,"['Alarm', 'BBQ', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,sale,65000000,Dagoretti North
"Kamakis, Ruiru",5.0,3.0,2024-03-22,"['Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Garden', 'Hospital', 'Parking', 'Scenic View', 'School']",houses,sale,15000000,Roysambu
"Nyali Area, Nyali",2.0,3.0,2024-05-06,"['Aircon', 'Alarm', 'BBQ', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'School', 'Sea View', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,sale,25000000,Unknown
"Riverside, Westlands",3.0,3.0,2024-04-27,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,sale,45000000,Westlands
Bamburi,4.0,4.0,2024-07-17,[],houses,sale,16500000,Unknown
Bamburi,4.0,4.0,2024-07-17,[],houses,sale,17500000,Unknown
"Nyali Area, Nyali",5.0,5.0,2024-07-17,[],houses,sale,38000000,Unknown
"Nyali Area, Nyali",4.0,4.0,2024-07-17,[],houses,sale,75000000,Unknown
"Nyali Area, Nyali",4.0,4.0,2024-07-17,[],houses,sale,61000000,Unknown
Vipingo,4.0,5.0,2024-07-17,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Scenic View', 'School', 'Sea View', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,sale,75000000,Unknown
Vipingo,5.0,5.0,2024-07-17,[],houses,sale,120000000,Unknown
"Shanzu, Mombasa CBD, Mombasa Island",4.0,5.0,2024-07-17,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Scenic View', 'Sea View', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,sale,260000000,Unknown
"Beach road Nyali, Nyali Area, Nyali",4.0,5.0,2024-07-25,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Hospital', 'Parking', 'School', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,sale,33000000,Unknown
Thika,4.0,3.0,2024-06-28,"['BBQ', 'Balcony', 'Bus Stop', 'Fibre Internet', 'Garden', 'School']",houses,sale,25000000,Roysambu
Komarock,4.0,3.0,2024-06-06,[],houses,sale,12000000,Embakasi Central
"Kiambu, Kiambu Road",3.0,4.0,2024-05-07,"['BBQ', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,sale,43950000,Westlands
Kilifi County,4.0,5.0,2024-05-06,[],houses,sale,13000000,Unknown
"Nyali Area, Nyali",4.0,5.0,2024-05-06,[],houses,sale,33000000,Unknown
Changamwe,5.0,4.0,2024-06-06,"['Balcony', 'En Suite']",houses,sale,8000000,Unknown
Kitengela,4.0,2.0,2024-06-06,"['Balcony', 'En Suite', 'Garden']",houses,sale,12000000,Embakasi South
Kitengela,3.0,3.0,2024-09-07,"['Alarm', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Serviced']",houses,sale,9000000,Embakasi South
Kiambu Road,5.0,5.0,2024-06-06,"['Balcony', 'En Suite']",houses,sale,63950000,Westlands
Kiambu Road,4.0,4.0,2024-06-06,"['Balcony', 'En Suite']",houses,sale,40750000,Westlands
Kiambu Road,3.0,3.0,2024-06-06,"['Balcony', 'En Suite']",houses,sale,32250000,Westlands
Kiambu Road,4.0,5.0,2024-04-06,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'Scenic View', 'School', 'Staff Quarters', 'Walk In Closet']",houses,sale,29000000,Westlands
"Links Road, Nyali Area, Nyali",5.0,3.0,2024-06-28,[],houses,sale,70000000,Unknown
"Runda, Westlands",5.0,5.0,2024-04-27,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,sale,70000000,Westlands
Athi River,4.0,3.0,2024-06-06,"['En Suite', 'Garden', 'Parking']",houses,sale,25000000,Embakasi South
Athi River,3.0,2.0,2024-06-06,"['En Suite', 'Garden', 'Parking']",houses,sale,8500000,Embakasi South
Ngong,3.0,4.0,2024-08-07,[],houses,sale,7500000,Langata
"Sigona, Rironi, Limuru",4.0,3.0,2024-06-28,[],houses,sale,19500000,Westlands
"Sigona, Rironi, Limuru",4.0,3.0,2024-06-28,[],houses,sale,20000000,Westlands
"Nyali Area, Nyali",4.0,5.0,2024-05-06,[],houses,sale,38000000,Unknown
"Pine City Estate, Mlolongo",3.0,3.0,2024-06-13,[],houses,sale,11800000,Embakasi South
"Green Park, Green Park Estate, Athi River",3.0,3.0,2024-06-13,"['Borehole', 'En Suite', 'Garden']",houses,sale,12500000,Embakasi South
Kisumu,6.0,7.0,2024-06-06,"['Balcony', 'En Suite', 'Garden', 'Parking']",houses,sale,70000000,Unknown
Watamu,4.0,3.0,2024-05-06,[],houses,sale,90000000,Unknown
"Dennis Pritt/State House Road, State House",4.0,5.0,2024-06-28,[],houses,sale,75000000,Unknown
Athi River,4.0,5.0,2024-06-28,[],houses,sale,26500000,Embakasi South
"Impala Road, Nyali Area, Nyali",3.0,3.0,2024-06-06,[],houses,sale,16000000,Unknown
"Nairobi/ Mombasa Rd Junction, Athi River",4.0,3.0,2024-07-26,"['Bus Stop', 'En Suite', 'Garden', 'Hospital', 'Parking', 'Scenic View', 'School', 'Staff Quarters']",houses,sale,12000000,Embakasi South
"Kigwa Ridge, Nairobi, Ridgeways",4.0,4.0,2024-01-07,"['Balcony', 'Garden', 'Golf Course', 'Service Charge Included', 'Walk In Closet']",houses,sale,120000000,Roysambu
"Kizingo, Mombasa Island",5.0,4.0,2024-05-06,[],houses,sale,150000000,Unknown
"Vipingo Drive, Vipingo",3.0,3.0,2024-04-25,"['Aircon', 'Backup Generator', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Scenic View']",houses,sale,40000000,Unknown
Ngong,4.0,4.0,2024-06-06,"['Balcony', 'En Suite']",houses,sale,24500000,Langata
Vipingo,4.0,4.0,2024-04-25,"['En Suite', 'Garden', 'Scenic View', 'Sea View']",houses,sale,65000000,Unknown
"Kahawa Sukari, Roysambu",5.0,3.0,2024-06-06,"['Balcony', 'En Suite']",houses,sale,27000000,Roysambu
Kisauni,5.0,4.0,2024-05-06,[],houses,sale,35000000,Unknown
Shanzu,3.0,3.0,2024-05-06,[],houses,sale,40000000,Unknown
Malindi,3.0,3.0,2024-05-06,[],houses,sale,72000000,Unknown
Ukunda,3.0,3.0,2024-05-06,[],houses,sale,42000000,Unknown
"Runda, Westlands",7.0,8.0,2024-06-06,"['Balcony', 'En Suite', 'Garden', 'Service Charge Included']",houses,sale,130000000,Westlands
"Sultan Palace, Kikambala",1.0,1.0,2024-05-06,"['Garden', 'Swimming Pool']",houses,sale,11000000,Unknown
Mtwapa,3.0,3.0,2024-05-06,['En Suite'],houses,sale,7500000,Unknown
Lavington,6.0,5.0,2024-05-02,"['Balcony', 'En Suite', 'Parking']",houses,sale,82000000,Dagoretti North
"Nyali Area, Nyali",3.0,3.0,2024-05-06,['En Suite'],houses,sale,28000000,Unknown
"Nyali Area, Nyali",4.0,4.0,2024-05-06,['Swimming Pool'],houses,sale,75000000,Unknown
Diani,6.0,6.0,2024-05-06,"['Garden', 'Swimming Pool']",houses,sale,150000000,Unknown
"Vipingo, Kikambala",4.0,4.0,2024-05-06,"['Balcony', 'En Suite']",houses,sale,70000000,Unknown
"Nyali Area, Nyali",3.0,3.0,2024-05-06,"['En Suite', 'Swimming Pool']",houses,sale,13500000,Unknown
"Nyali Area, Nyali",4.0,4.0,2024-05-06,[],houses,sale,32000000,Unknown
"Vipingo, Kikambala",4.0,4.0,2024-05-06,"['En Suite', 'Swimming Pool']",houses,sale,25000000,Unknown
Kilifi County,4.0,4.0,2024-05-06,"['En Suite', 'Garden', 'Swimming Pool']",houses,sale,170000000,Unknown
"Nyali Area, Nyali",8.0,8.0,2024-05-06,"['En Suite', 'Walk In Closet']",houses,sale,85000000,Unknown
Kilifi County,3.0,3.0,2024-05-06,['Swimming Pool'],houses,sale,65000000,Unknown
"Runda, Westlands",4.0,4.0,2024-07-06,[],houses,sale,180000000,Westlands
"links road Nyali, Mkomani, Nyali",4.0,5.0,2024-07-29,"['Aircon', 'Alarm', 'Balcony', 'Borehole', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']",houses,sale,50000000,Unknown
Ngong,5.0,6.0,2024-08-07,['En Suite'],houses,sale,16000000,Langata
Ngong,3.0,4.0,2024-08-07,[],houses,sale,13000000,Langata
Ngong,4.0,5.0,2024-08-07,[],houses,sale,14500000,Langata
"Chalbi Drive, Lavington",4.0,5.0,2024-05-02,"['Alarm', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Sea View', 'Service Charge Included', 'Walk In Closet']",houses,sale,66000000,Dagoretti North
"Joska, Kamulu Joska Malaa",2.0,1.0,2024-07-31,"['Bus Stop', 'Garden', 'Parking', 'Scenic View', 'School', 'Shopping Centre']",houses,sale,3700000,Embakasi East
Ruiru,3.0,3.0,2024-07-30,"['Alarm', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'School']",houses,sale,10500000,Roysambu
"Runda, Westlands",5.0,5.0,2024-07-27,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,sale,150000000,Westlands
Lavington,4.0,4.0,2024-07-26,"['BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gated Community', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,sale,78000000,Dagoretti North
Lavington,6.0,6.0,2024-07-27,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,sale,80000000,Dagoretti North
Lavington,5.0,5.0,2024-07-27,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,sale,90000000,Dagoretti North
Lavington,5.0,5.0,2024-07-27,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,sale,56000000,Dagoretti North
Kileleshwa,4.0,4.0,2024-07-29,"['Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Golf Course', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']",houses,sale,89000000,Dagoretti North
"B4, Nakuru- Sigor Road, Kiamunyi Estate, Nakuru",3.0,3.0,2024-07-19,"['Bus Stop', 'En Suite', 'Gated Community', 'Parking', 'Shopping Centre', 'Staff Quarters']",houses,sale,12000000,Unknown
"Orchard Park, Kenyatta Road",3.0,3.0,2024-07-15,"['BBQ', 'Borehole', 'Bus Stop', 'Electric Fence', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters']",houses,sale,11250000,Roysambu
"Runda, Westlands",5.0,6.0,2024-11-07,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,sale,350000000,Westlands
"oloolua, Kimuka, Ngong",3.0,3.0,2024-07-22,"['Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Gated Community', 'Hospital', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,sale,9500000,Langata
"Malaa town, Malaa, Kamulu Joska Malaa",3.0,2.0,2024-05-07,"['Balcony', 'Borehole', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Scenic View', 'School', 'Shopping Centre', 'Walk In Closet']",houses,sale,6000000,Embakasi East
Athi River,4.0,4.0,2024-06-28,"['Balcony', 'Borehole', 'En Suite', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']",houses,sale,16000000,Embakasi South
"Nyeri Nyahururu highway, Nyandarua County",3.0,3.0,2024-06-27,"['Alarm', 'Balcony', 'Bus Stop', 'En Suite', 'Garden', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre']",houses,sale,11000000,Unknown
"Gigiri, Westlands",5.0,5.0,2024-03-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'Scenic View', 'School', 'Staff Quarters']",houses,sale,125000000,Westlands
"Brookside Gardens, Brookside, Westlands",4.0,4.0,2024-03-07,"['Aircon', 'BBQ', 'Backup Generator', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gated Community', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,sale,70000000,Westlands
"Karen Hardy, Karen",5.0,6.0,2024-07-22,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,sale,130000000,Langata
Lavington,4.0,3.0,2024-07-29,"['Balcony', 'Bus Stop', 'Golf Course', 'School', 'Shopping Centre', 'Staff Quarters']",houses,sale,28000000,Dagoretti North
"kiambu road, Kiambu Road",5.0,5.0,2024-06-18,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet']",houses,sale,35000000,Westlands
"Westlands Area, Westlands",5.0,5.0,2024-03-07,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,sale,115230000,Westlands
"Grevillea Grove, Westlands Area, Westlands",5.0,5.0,2024-03-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool']",houses,sale,75000000,Westlands
"General Mathenge Rd, Westlands Area, Westlands",4.0,4.0,2024-03-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,sale,50000000,Westlands
"Lower Kabete, Westlands",4.0,3.0,2024-10-06,"['BBQ', 'Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Parking', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,sale,45000000,Westlands
"2896, Tiwi beach road, Kwale County",4.0,4.0,2024-03-06,"['BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'En Suite', 'Furnished', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Sea View', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool']",houses,sale,29500000,Unknown
Diani,5.0,5.0,2024-01-07,[],houses,sale,85000000,Unknown
"karen, Karen",4.0,5.0,2024-07-22,"['Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,sale,85000000,Langata
"Kitisuru,Kitisuru, Kitisuru, Westlands",6.0,6.0,2024-07-16,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,sale,130000000,Westlands
"Shanzu Road, Kyuna, Westlands",5.0,5.0,2024-07-13,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,sale,65000000,Westlands
"Runda,Mimosa, Runda, Westlands",5.0,5.0,2024-07-16,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,sale,110000000,Westlands
Lavington,5.0,5.0,2024-07-29,"['En Suite', 'Walk In Closet']",houses,sale,75000000,Dagoretti North
"Kiambu Road,Kiambu Road, Kiambu Road",5.0,5.0,2024-07-16,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,sale,85000000,Westlands
"Runda,Gigiri Area, Runda, Westlands",5.0,5.0,2024-07-16,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,sale,300000000,Westlands
Malindi,6.0,4.0,2024-07-22,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Furnished', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Sea View', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool']",houses,sale,320000000,Unknown
"Kyuna, Westlands",4.0,4.0,2024-03-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters']",houses,sale,105000000,Westlands
"Kitisuru, Westlands",5.0,5.0,2024-02-07,"['BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool']",houses,sale,130000000,Westlands
"Runda,Runda, Runda, Westlands",5.0,5.0,2024-07-16,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,sale,250000000,Westlands
"Runda ,Runda, Runda, Westlands",7.0,7.0,2024-07-16,"['Aircon', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,sale,600000000,Westlands
Malindi,4.0,3.0,2024-07-22,"['Aircon', 'Borehole', 'Bus Stop', 'En Suite', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Sea View', 'Shopping Centre', 'Swimming Pool']",houses,sale,87000000,Unknown
"Spring Valley, Westlands",4.0,4.0,2024-03-07,"['Alarm', 'BBQ', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Wheelchair Access']",houses,sale,76000000,Westlands
"Tudor, Mombasa Island",3.0,2.0,2024-02-07,[],houses,sale,9300000,Unknown
Lavington,5.0,5.0,2024-10-07,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,sale,50000000,Dagoretti North
"Runda, Westlands",6.0,5.0,2024-10-07,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,sale,150000000,Westlands
"Runda, Westlands",4.0,4.0,2024-10-07,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet']",houses,sale,37000000,Westlands
Karen,5.0,5.0,2024-02-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,sale,99000000,Langata
"Nyali Area, Nyali",4.0,4.0,2024-07-22,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Furnished', 'Garden', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Swimming Pool']",houses,sale,43000000,Unknown
"Kitisuru, Westlands",5.0,4.0,2024-10-07,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,sale,120000000,Westlands
"Runda, Westlands",4.0,4.0,2024-10-07,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,sale,40000000,Westlands
