Location,Bedrooms,Bathrooms,Date,Amenities,Property Type,Payment_type,Price,Sub_county
"westlands, WESTLANDS, Westlands Area, Westlands",3.0,3.0,2024-07-15,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,12500000,Westlands
"Othaya Road, Kileleshwa",2.0,3.0,2024-07-18,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,sale,12000000,Dagoretti North
"Garden |City, Garden City, Ruaraka",2.0,2.0,2024-05-06,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,6200000,Kasarani
"Roslyn Slaughter, Ruaka",0.0,1.0,2024-10-06,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,sale,3500000,Westlands
"Sports Road, Rhapta Road, Westlands",1.0,1.0,2024-12-06,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,7800000,Westlands
"George Padmore, Kilimani",1.0,1.0,2024-12-06,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Wheelchair Access']",flats-apartments,sale,6500000,Dagoretti North
"Parklands, Westlands",4.0,4.0,2024-07-15,"['Balcony', 'Garden', 'Parking']",flats-apartments,sale,44500000,Westlands
"x, Kilimani",2.0,2.0,2024-07-15,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,9200000,Dagoretti North
"Riverside, Westlands",3.0,2.0,2024-07-15,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'School', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,sale,25000000,Westlands
"westlands, WESTLANDS, Westlands Area, Westlands",2.0,2.0,2024-07-15,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,10500000,Westlands
Bamburi,3.0,2.0,2024-07-14,"['BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Pet Friendly', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool']",flats-apartments,sale,5800000,Unknown
"Westlands Area, Westlands",3.0,5.0,2024-07-14,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Scenic View', 'Shopping Centre', 'Staff Quarters']",flats-apartments,sale,25500000,Westlands
"Tudor, Mombasa Island",3.0,3.0,2024-07-14,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Hospital', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'Sea View', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",flats-apartments,sale,13000000,Unknown
Ongata Rongai,2.0,1.0,2024-07-14,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre']",flats-apartments,sale,4000000,Langata
Ruiru,2.0,1.0,2024-07-14,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre']",flats-apartments,sale,3720000,Roysambu
Bamburi,3.0,3.0,2024-07-14,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Sea View', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",flats-apartments,sale,7500000,Unknown
Kileleshwa,3.0,3.0,2024-07-14,"['Backup Generator', 'Balcony', 'En Suite', 'Parking']",flats-apartments,sale,17500000,Dagoretti North
"Westlands Area, Westlands",2.0,2.0,2024-07-30,"['Backup Generator', 'Swimming Pool']",flats-apartments,sale,9100000,Westlands
"Westlands Area, Westlands",2.0,2.0,2024-07-13,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gated Community', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Shopping Centre']",flats-apartments,sale,9500000,Westlands
Syokimau,1.0,1.0,2024-07-13,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,sale,5600000,Embakasi South
Syokimau,0.0,1.0,2024-07-13,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'School', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,sale,3600000,Embakasi South
"Nyali, Nyali Area",3.0,4.0,2024-07-13,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Sea View', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,34000000,Unknown
"Nyali Mombasa, Nyali, Nyali Area",2.0,4.0,2024-07-13,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Sea View', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,28000000,Unknown
"Westlands Area, Westlands",3.0,3.0,2024-07-13,"['Balcony', 'En Suite', 'Parking']",flats-apartments,sale,19000000,Westlands
"Westlands Area, Westlands",4.0,5.0,2024-07-13,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'En Suite', 'Garden', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,64000000,Westlands
"Nyali Area, Nyali",3.0,3.0,2024-07-13,"['Balcony', 'En Suite', 'Garden', 'Parking', 'Scenic View', 'Swimming Pool']",flats-apartments,sale,11000000,Unknown
"Riverside, Westlands",1.0,2.0,2024-07-30,"['Backup Generator', 'Borehole', 'Garden', 'Gym', 'Lift/Elevator', 'Swimming Pool']",flats-apartments,sale,6800000,Westlands
"Nyali Area, Nyali",3.0,2.0,2024-07-15,"['BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Sea View', 'Shopping Centre', 'Swimming Pool']",flats-apartments,sale,11500000,Unknown
"Kahawa West, Roysambu",2.0,2.0,2024-12-07,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Wheelchair Access']",flats-apartments,sale,7500000,Roysambu
Kilimani,2.0,2.0,2024-12-07,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Swimming Pool']",flats-apartments,sale,16000000,Dagoretti North
"Riverside, Westlands",2.0,2.0,2024-12-07,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,14000000,Westlands
"Garden city, Thika Road",1.0,1.0,2024-12-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,5500000,Roysambu
"Kirichwa road, Kilimani",2.0,2.0,2024-12-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,9400000,Dagoretti North
"Westlands road, Westlands Area, Westlands",2.0,2.0,2024-12-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,9500000,Westlands
"Lantana Road, Westlands Area, Westlands",2.0,2.0,2024-12-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,11500000,Westlands
"Westlands Area, Westlands",4.0,4.0,2024-12-07,"['Alarm', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Golf Course', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",flats-apartments,sale,62000000,Westlands
"Lantana Road, Westlands Area, Westlands",2.0,2.0,2024-12-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,10500000,Westlands
"Westlands road, Westlands Area, Westlands",1.0,1.0,2024-12-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,6900000,Westlands
"Westlands Area, Westlands",5.0,5.0,2024-12-07,"['Aircon', 'BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Golf Course', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",flats-apartments,sale,90000000,Westlands
"Sports Road, Westlands Area, Westlands",2.0,2.0,2024-12-07,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Scenic View', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,13500000,Westlands
Kilimani,2.0,2.0,2024-12-07,"['Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'Fibre Internet', 'Garden', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'School', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet']",flats-apartments,sale,12850000,Dagoretti North
"kileleshwa, Kileleshwa",2.0,2.0,2024-12-07,"['Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Swimming Pool']",flats-apartments,sale,9800000,Dagoretti North
Kilimani,2.0,2.0,2024-12-07,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet']",flats-apartments,sale,20000000,Dagoretti North
"kindaruma road, Kilimani",2.0,2.0,2024-12-07,"['BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'Shopping Centre', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,12500000,Dagoretti North
"Wood Avenue, Kilimani",2.0,1.0,2024-03-07,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']",flats-apartments,sale,8300000,Dagoretti North
Kilimani,2.0,2.0,2024-12-07,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet']",flats-apartments,sale,12544000,Dagoretti North
"Rhapta Rd, Westlands Area, Westlands",2.0,2.0,2024-03-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Staff Quarters', 'Swimming Pool']",flats-apartments,sale,11500000,Westlands
Kileleshwa,3.0,4.0,2024-06-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",flats-apartments,sale,19000000,Dagoretti North
"Riverside Drive, Riverside, Westlands",0.0,1.0,2024-11-07,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,6900000,Westlands
"Allsops, Thika Road",2.0,2.0,2024-12-07,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Shopping Centre']",flats-apartments,sale,9000000,Roysambu
"Westlands Area, Westlands",2.0,2.0,2024-12-07,[],flats-apartments,sale,30000000,Westlands
Lavington,1.0,1.0,2024-12-07,"['Backup Generator', 'Borehole', 'Bus Stop', 'Electric Fence', 'Fibre Internet', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet']",flats-apartments,sale,7000000,Dagoretti North
"lavington, Lavington",4.0,4.0,2024-11-07,"['Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet']",flats-apartments,sale,45000000,Dagoretti North
"Mombasa Road, Athi River",2.0,1.0,2024-12-07,[],flats-apartments,sale,3900000,Embakasi South
"General Mathenge, Westlands Area, Westlands",3.0,3.0,2024-12-07,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Scenic View', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,22500000,Westlands
Syokimau,1.0,1.0,2024-12-07,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'School', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,sale,6000000,Embakasi South
"Parklands, Westlands",3.0,2.0,2024-04-15,[],flats-apartments,sale,19500000,Westlands
"Rhapta Road, Westlands",3.0,3.0,2024-04-15,[],flats-apartments,sale,25000000,Westlands
Kileleshwa,3.0,3.0,2024-03-22,[],flats-apartments,sale,28000000,Dagoretti North
"Parklands, Westlands",4.0,3.0,2024-03-25,[],flats-apartments,sale,24000000,Westlands
"Parklands, Westlands",4.0,4.0,2024-06-19,[],flats-apartments,sale,16000000,Westlands
"Westlands Area, Westlands",2.0,2.0,2024-06-21,[],flats-apartments,sale,25000000,Westlands
"Parklands, Westlands",4.0,3.0,2024-06-29,[],flats-apartments,sale,23500000,Westlands
"Westlands Area, Westlands",1.0,1.0,2024-10-07,[],flats-apartments,sale,7000000,Westlands
"Ndemi road, Kilimani",4.0,4.0,2024-05-06,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,26000000,Dagoretti North
"Kingara road, Lavington",0.0,1.0,2024-05-06,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,sale,4000000,Dagoretti North
"KIRICHWA ROAD, Kilimani",2.0,2.0,2024-05-06,"['Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Shopping Centre', 'Wheelchair Access']",flats-apartments,sale,8600000,Dagoretti North
"sports, Sports road, Westlands Area, Westlands",3.0,4.0,2024-05-06,"['Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,20900000,Westlands
"Wanye road, Dagoretti Corner",1.0,1.0,2024-05-06,"['Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,sale,4000000,Dagoretti North
"Nyali Area, Nyali",3.0,4.0,2024-07-15,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Sea View', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,23500000,Unknown
"Kindaruma Road, Kilimani",3.0,3.0,2024-11-07,"['Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'En Suite', 'Fibre Internet', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Walk In Closet']",flats-apartments,sale,11000000,Dagoretti North
"Westlands, Westlands Area",1.0,1.0,2024-07-30,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet']",flats-apartments,sale,12500000,Westlands
"Westlands Area, Westlands",3.0,3.0,2024-07-27,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,27000000,Westlands
"Kindaruma Rd, Kilimani",2.0,2.0,2024-11-07,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Swimming Pool']",flats-apartments,sale,14000000,Dagoretti North
"Westlands Area, Westlands",3.0,3.0,2024-07-27,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,sale,34000000,Westlands
"Baoba road, Baobab road, Nyali Area, Nyali",3.0,3.0,2024-11-07,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Sea View', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",flats-apartments,sale,37500000,Unknown
