Title,Location,Bedrooms,Bathrooms,Size,Date,Amenities,Url,Property Type,Payment_type,Price
6 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",6,6,,31/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/6-bedroom-house-for-rent-kitisuru-3710962,houses,rent,"KSh 400,000
 / month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,5,,31/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/5-bedroom-house-for-rent-runda-3710961,houses,rent,"KSh 400,000
 / month"
4 Bed House with En Suite in Runda,"Runda, Westlands",4,4,,31/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/4-bedroom-house-for-rent-runda-3710956,houses,rent,"KSh 300,000
 / month"
4 Bed House with En Suite in Runda,"Runda, Westlands",4,4,,31/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/4-bedroom-house-for-rent-runda-3710954,houses,rent,"KSh 350,000
 / month"
4 Bed House with En Suite in Runda,"Runda, Westlands",4,4,,31/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/4-bedroom-house-for-rent-runda-3710953,houses,rent,"KSh 300,000
 / month"
4 Bed House with En Suite in Runda,"Runda, Westlands",4,4,,31/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",/listings/4-bedroom-house-for-rent-runda-3710952,houses,rent,"KSh 400,000
 / month"
3 Bed House with En Suite in Runda,"Runda, Westlands",3,3,,31/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/furnished-3-bedroom-house-for-rent-runda-3710951,houses,rent,"KSh 400,000
 / month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,6,,31/07/2024,"['Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",/listings/5-bedroom-townhouse-for-rent-lavington-3710930,houses,rent,"KSh 450,000
 / month"
4 Bed Villa with En Suite at Manyani East,"76, Manyani East, Lavington",4,5,3999 ft²,31/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",/listings/4-bedroom-villa-for-rent-lavington-3710886,houses,rent,"KSh 380,000
 / month"
4 Bed Townhouse with En Suite in Lavington,Lavington,4,4,,31/07/2024,"['BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",/listings/4-bedroom-townhouse-for-rent-lavington-3710872,houses,rent,"KSh 400,000
 / month"
